customerID,Region,Monthly tax,TotalCharges
3500-NSDOA,GC,1457.985,4859.95
1171-TYKUR,EMEA,341.76,1139.2
3761-FLYZI,APJC,2124.735,7082.45
2058-DCJBE,USA,97.38,324.6
5364-XYIRR,GC,1443.825,4812.75
4829-AUOAX,EMEA,1319.85,4399.5
1219-NNDDO,APJC,199.065,663.55
8388-DMKAE,USA,52.395,174.65
4403-BWPAY,GC,96.51,321.7
9659-QEQSY,EMEA,1537.65,5125.5
5405-ZMYXQ,APJC,164.67,548.9
5047-LHVLY,USA,15.045,50.15
1442-OKRJE,GC,2109.39,7031.3
4737-AQCPU,EMEA,1504.995,5016.65
9158-VCTQB,APJC,1378.485,4594.95
2808-CHTDM,USA,183.435,611.45
6311-UEUME,GC,715.245,2384.15
0793-TWELN,EMEA,95.955,319.85
3283-WCWXT,APJC,45.99,153.3
1060-ENTOF,USA,2110.68,7035.6
0999-QXNSA,GC,103.26,344.2
5451-MHQOF,EMEA,429.495,1431.65
4836-WNFNO,APJC,554.76,1849.2
9225-BZLNZ,USA,1824.93,6083.1
0354-VXMJC,GC,127.995,426.65
4422-QVIJA,EMEA,496.605,1655.35
9365-SRSZE,APJC,583.17,1943.9
6839-ITVZJ,USA,484.845,1616.15
8332-OSJDW,GC,94.485,314.95
4735-BJKOU,EMEA,241.455,804.85
0274-JKUJR,APJC,139.71,465.7
5740-YHGTW,USA,2000.715,6669.05
8917-SZTTJ,GC,348.525,1161.75
1696-MZVAU,EMEA,284.325,947.75
7359-WWYJV,APJC,2512.515,8375.05
0375-HVGXO,USA,10.41,34.7
4906-ZHGPK,GC,1131,3770
8593-WHYHV,EMEA,79.44,264.8
3795-GWTRD,APJC,1412.355,4707.85
1298-PHBTI,USA,1845.72,6152.4
6223-DHJGV,GC,287.43,958.1
6961-MJKBO,EMEA,282.9,943
6097-EQISJ,APJC,1984.545,6615.15
4423-YLHDV,USA,660.075,2200.25
8158-WPEZG,GC,127.53,425.1
0107-YHINA,EMEA,29.925,99.75
4918-FYJNT,APJC,1513.44,5044.8
0727-BNRLG,USA,2023.065,6743.55
4854-CIDCF,GC,58.92,196.4
8640-SDGKB,EMEA,89.91,299.7
3280-MRDOF,APJC,628.17,2093.9
6435-SRWBJ,USA,125.325,417.75
9964-WBQDJ,GC,517.62,1725.4
6303-KFWSL,EMEA,486.06,1620.2
1702-CCFNJ,APJC,950.865,3169.55
8932-CZHRQ,USA,1569.975,5233.25
0386-CWRGM,GC,290.355,967.85
5515-RUGKN,EMEA,131.415,438.05
0404-AHASP,APJC,426.57,1421.9
7279-NMVJC,USA,96.945,323.15
2081-VEYEH,GC,95.58,318.6
6407-UTSLV,EMEA,49.11,163.7
4116-TZAQJ,APJC,191.895,639.65
9060-HJJRW,USA,878.55,2928.5
2587-YNLES,GC,30.105,100.35
7398-SKNQZ,EMEA,81.96,273.2
5935-FCCNB,APJC,482.445,1608.15
1958-RNRKS,USA,432.585,1441.95
5136-RGMZO,GC,650.445,2168.15
8345-MVDYC,EMEA,1085.61,3618.7
8226-BXGES,APJC,1707.795,5692.65
3877-JRJIP,USA,17.955,59.85
8375-DKEBR,GC,20.88,69.6
9705-IOVQQ,EMEA,1790.79,5969.3
1015-OWJKI,APJC,5.715,19.05
7511-YMXVQ,USA,125.64,418.8
2040-XBAVJ,GC,2430.165,8100.55
7551-JOHTI,EMEA,5.85,19.5
8887-IPQNC,APJC,94.035,313.45
8646-JCOMS,USA,1839.285,6130.95
9804-ICWBG,GC,20.97,69.9
1222-KJNZD,EMEA,223.59,745.3
0106-GHRQR,APJC,363.63,1212.1
5318-IXUZF,USA,55.125,183.75
3768-VHXQO,GC,475.05,1583.5
8952-WCVCD,EMEA,1248.615,4162.05
2418-TPEUN,APJC,335.97,1119.9
3963-RYFNS,USA,2404.065,8013.55
3198-VELRD,GC,79.455,264.85
8540-ZQGEA,EMEA,330.72,1102.4
1320-REHCS,APJC,1749.6,5832
4137-JOPHL,USA,1291.35,4304.5
9436-ZBZCT,GC,353.52,1178.4
7801-CEDNV,EMEA,426.525,1421.75
2057-BOYKM,APJC,2048.25,6827.5
3658-QQJYD,USA,1409.415,4698.05
1803-BGNBD,GC,196.35,654.5
0134-XWXCE,EMEA,980.415,3268.05
6950-TWMYB,APJC,1308.615,4362.05
5848-FHRFC,USA,416.07,1386.9
2243-FNMMI,GC,124.62,415.4
2511-MORQY,EMEA,784.23,2614.1
5356-KZCKT,APJC,454.08,1513.6
9470-XCCEM,USA,948.48,3161.6
6519-CFDBX,GC,24.285,80.95
3902-MIVLE,EMEA,1403.01,4676.7
0409-WTMPL,APJC,1957.995,6526.65
8763-KIAFH,USA,174.99,583.3
3669-WHAFY,GC,2423.43,8078.1
3055-VTCGS,EMEA,1051.05,3503.5
3144-KMTWZ,APJC,2000.835,6669.45
7279-BUYWN,USA,1406.85,4689.5
7156-MHUGY,GC,360.345,1201.15
7198-GLXTC,EMEA,43.095,143.65
2007-QVGAW,APJC,387.795,1292.65
5207-PLSTK,USA,14.625,48.75
2307-FYNNL,GC,2132.46,7108.2
5605-XNWEN,EMEA,540.765,1802.55
2155-AMQRX,APJC,451.545,1505.15
6181-AXXYF,USA,557.73,1859.1
5091-HFAZW,GC,50.55,168.5
0516-VRYBW,EMEA,117.255,390.85
2519-LBNQL,APJC,1901.835,6339.45
8623-ULFNQ,USA,495.72,1652.4
8380-PEFPE,GC,21.495,71.65
5687-DKDTV,EMEA,23.25,77.5
1568-LJSZU,APJC,1917.855,6392.85
7530-HDYDS,USA,979.35,3264.5
7789-HKSBS,GC,1379.745,4599.15
7416-CKTEP,EMEA,340.275,1134.25
2586-CWXVV,APJC,486.405,1621.35
3096-IZETN,USA,284.19,947.3
2348-KCJLT,GC,816.66,2722.2
8401-EMUWF,EMEA,917.49,3058.3
4193-IBKSW,APJC,530.88,1769.6
5377-NDTOU,USA,1888.125,6293.75
5922-ABDVO,GC,528.315,1761.05
2474-LCNUE,EMEA,492.825,1642.75
0839-QNXME,APJC,173.55,578.5
3506-OVLKD,USA,286.47,954.9
9172-ANCRX,GC,291.975,973.25
6650-VJONK,EMEA,13.155,43.85
2178-PMGCJ,APJC,447.12,1490.4
7492-TAFJD,USA,84,280
2773-MADBQ,GC,570.375,1901.25
6016-LVTJQ,EMEA,214.92,716.4
7860-KSUGX,APJC,1416,4720
8966-KZXXA,USA,279.285,930.95
6910-HADCM,GC,22.905,76.35
4816-LXZYW,EMEA,503.085,1676.95
9606-PBKBQ,APJC,792.615,2642.05
5149-QYTTU,USA,2031.255,6770.85
2070-XYMFH,GC,550.59,1835.3
2085-BOJKI,EMEA,476.475,1588.25
0817-HSUSE,APJC,22.65,75.5
5442-PPTJY,USA,77.505,258.35
1927-QEWMY,GC,450.675,1502.25
1663-MHLHE,EMEA,5.76,19.2
5663-QBGIS,APJC,2078.82,6929.4
4450-MDZFX,USA,1335.99,4453.3
6701-DHKWQ,GC,973.32,3244.4
7554-AKDQF,EMEA,97.035,323.45
3536-IQCTX,APJC,798.33,2661.1
4911-BANWH,USA,809.22,2697.4
8496-EJAUI,GC,427.35,1424.5
0794-YVSGE,EMEA,420.345,1401.15
5423-BHIXO,APJC,521.88,1739.6
6908-VVYHM,USA,1779.3,5931
2959-EEXWB,GC,700.155,2333.85
1839-UMACK,EMEA,284.955,949.85
3030-YDNRM,APJC,171.735,572.45
7321-KKSDU,USA,209.04,696.8
3402-XRIUO,GC,414.54,1381.8
3132-TVFDZ,EMEA,771.885,2572.95
8286-AFUYI,APJC,14.385,47.95
8080-DDEMJ,USA,13.53,45.1
8356-WUAOJ,GC,13.5,45
6365-MTGZX,EMEA,636.735,2122.45
1349-WXNGG,APJC,6.015,20.05
8058-DMYRU,USA,1479.54,4931.8
9350-ZXYJC,GC,35.085,116.95
6990-YNRIO,EMEA,2081.385,6937.95
8958-JPTRR,APJC,378.51,1261.7
6959-GQEGV,USA,982.14,3273.8
3173-WSSUE,GC,424.755,1415.85
1265-HVPZB,EMEA,1187.46,3958.2
4115-UMJFQ,APJC,747.675,2492.25
7369-TRPFD,USA,83.76,279.2
1098-KFQEC,GC,324.9,1083
7190-XHTWJ,EMEA,226.65,755.5
0621-TWIEM,APJC,120.78,402.6
3537-RYBHH,USA,975.6,3252
2485-ITVKB,GC,20.625,68.75
3669-OYSJI,EMEA,13.86,46.2
1612-EOHDH,APJC,13.545,45.15
6702-OHFWR,USA,12.99,43.3
5296-BFCYD,GC,281.055,936.85
4510-PYUSH,EMEA,675.195,2250.65
9359-JANWS,APJC,1157.13,3857.1
7517-SAWMO,USA,432.33,1441.1
4143-HHPMK,GC,1301.58,4338.6
3279-DYZQM,EMEA,413.535,1378.45
7054-LGEQW,APJC,13.785,45.95
0523-VNGTF,USA,769.89,2566.3
9575-IWCAZ,GC,51.3,171
7105-MXJLL,EMEA,479.22,1597.4
7064-FRRSW,APJC,1423.305,4744.35
7940-UQQUG,USA,2016.48,6721.6
0923-PNFUB,GC,74.175,247.25
3961-SXAXY,EMEA,13.215,44.05
7010-BRBUU,APJC,520.395,1734.65
3566-HJGPK,USA,13.665,45.55
3062-ICYZQ,GC,1361.805,4539.35
9938-PRCVK,EMEA,241.275,804.25
0973-KYVNF,APJC,1503.345,5011.15
5129-HHMZC,USA,1072.35,3574.5
9637-CDTKZ,GC,2425.92,8086.4
3946-JEWRQ,EMEA,1368.9,4563
7873-CVMAW,APJC,1908.705,6362.35
0463-WZZKO,USA,20.13,67.1
3494-JCHRQ,GC,21.015,70.05
6474-FVJLC,EMEA,49.635,165.45
4524-QCSSM,APJC,346.965,1156.55
5832-EXGTT,USA,550.245,1834.15
8840-DQLGN,GC,1096.005,3653.35
2039-JONDJ,EMEA,443.295,1477.65
7217-JYHOQ,APJC,511.935,1706.45
6695-FRVEC,USA,1186.11,3953.7
4547-LYTDD,GC,358.29,1194.3
9894-QMIMJ,EMEA,398.355,1327.85
8069-YQQAJ,APJC,125.91,419.7
6770-XUAGN,USA,6.3,21
4193-ORFCL,GC,13.53,45.1
1636-NTNCO,EMEA,62.205,207.35
3466-WAESX,APJC,325.11,1083.7
9281-PKKZE,USA,602.355,2007.85
3638-VBZTA,GC,1764.825,5882.75
7459-IMVYU,EMEA,797.265,2657.55
7776-QWNFX,APJC,458.25,1527.5
6689-TCZHQ,USA,113.52,378.4
8563-OYMQY,GC,483.66,1612.2
0754-EEBDC,EMEA,22.995,76.65
5777-ZPQNC,APJC,78.21,260.7
1951-IEYXM,USA,1932.555,6441.85
3318-NMQXL,GC,80.04,266.8
3143-ILDAL,EMEA,1537.38,5124.6
1022-RKXDR,APJC,288.675,962.25
2361-FJWNO,USA,414.87,1382.9
2272-UOINI,GC,171.315,571.05
8232-UTFOZ,EMEA,419.805,1399.35
3750-YHRYO,APJC,45,150
6637-KYRCV,USA,50.16,167.2
5668-MEISB,GC,2297.22,7657.4
0129-QMPDR,EMEA,259.515,865.05
7188-CBBBA,APJC,1846.155,6153.85
5356-CSVSQ,USA,52.26,174.2
3221-CJMSG,GC,380.88,1269.6
4720-VSTSI,EMEA,1158.765,3862.55
3219-JQRSL,APJC,1905.72,6352.4
2801-NISEI,USA,404.55,1348.5
3946-MHCZW,GC,15.27,50.9
4623-ZKHLY,EMEA,141.465,471.55
6732-VAILE,APJC,1779.525,5931.75
8201-AAXCB,USA,421.395,1404.65
7696-CFTAT,GC,217.83,726.1
1845-CSBRZ,EMEA,588.48,1961.6
2123-VSCOT,APJC,1258.455,4194.85
6651-AZVTJ,USA,1461.735,4872.45
4566-GOLUK,GC,1535.685,5118.95
2484-DGXPZ,EMEA,197.685,658.95
2018-QKYGT,APJC,24.315,81.05
2792-VPPET,USA,23.085,76.95
7409-JURKQ,GC,1742.925,5809.75
3247-MHJKM,EMEA,6.06,20.2
1964-SVLEA,APJC,124.77,415.9
4587-NUKOX,USA,73.95,246.5
7297-DVYGA,GC,299.085,996.95
2239-CGBUZ,EMEA,943.545,3145.15
0854-UYHZD,APJC,79.59,265.3
7243-LCGGZ,USA,6.27,20.9
8267-KFGYD,GC,6.315,21.05
4890-VMUAV,EMEA,1372.89,4576.3
9261-WDCAF,APJC,56.73,189.1
3764-MNMOI,USA,272.445,908.15
7442-YGZFK,GC,14.94,49.8
0420-BWTPW,EMEA,64.56,215.2
8229-BUJHX,APJC,450.285,1500.95
7449-HVPIV,USA,1529.745,5099.15
5504-WSIUR,GC,1915.785,6385.95
8183-ONMXC,EMEA,47.835,159.45
8466-PZBLH,APJC,2065.725,6885.75
9614-RMGHA,USA,1782.255,5940.85
8735-IJJEG,GC,200.655,668.85
0564-MUUQK,EMEA,574.86,1916.2
5054-IEXZT,APJC,22.605,75.35
5834-ASPWA,USA,22.635,75.45
0701-RFGFI,GC,1384.185,4613.95
0019-EFAEP,EMEA,2178.375,7261.25
5619-PTMIK,APJC,737.94,2459.8
3737-XBQDD,USA,614.64,2048.8
5882-CMAZQ,GC,49.065,163.55
5846-QFDFI,EMEA,866.61,2888.7
4445-KWOKW,APJC,726.48,2421.6
3511-APPBJ,USA,687.825,2292.75
7967-HYCDE,GC,166.02,553.4
2430-RRYUW,EMEA,1039.71,3465.7
3948-XHGNA,APJC,363.12,1210.4
3723-BFBGR,USA,387.39,1291.3
0565-IYCGT,GC,1606.935,5356.45
5447-WZAFP,EMEA,1560.24,5200.8
5110-CHOPY,APJC,971.115,3237.05
5445-UTODQ,USA,172.995,576.65
4425-OWHWB,GC,130.125,433.75
7892-QVYKW,EMEA,560.52,1868.4
9675-ICXCT,APJC,1718.565,5728.55
1024-VRZHF,USA,247.71,825.7
4703-MQYKT,GC,117.12,390.4
9497-QCMMS,EMEA,28.065,93.55
5692-ICXLW,APJC,853.545,2845.15
0602-DDUML,USA,1168.32,3894.4
2208-MPXIO,GC,265.92,886.4
1960-UYCNN,EMEA,306.465,1021.55
0348-SDKOL,APJC,1765.62,5885.4
3190-FZATL,USA,80.52,268.4
7336-RLLRH,GC,661.305,2204.35
4373-MAVJG,EMEA,377.7,1259
8901-HJXTF,APJC,92.73,309.1
7710-JSYOA,USA,1919.415,6398.05
5419-KLXBN,GC,677.325,2257.75
3424-NMNBO,EMEA,1886.175,6287.25
9885-MFVSU,APJC,498.615,1662.05
4514-GFCFI,USA,405.045,1350.15
0607-MVMGC,GC,1080.195,3600.65
3365-SAIGS,EMEA,398.745,1329.15
9828-AOQLM,APJC,13.71,45.7
8022-BECSI,USA,126.75,422.5
8000-REIQB,GC,20.985,69.95
9993-LHIEB,EMEA,1388.295,4627.65
0266-CLZKZ,APJC,2015.37,6717.9
7615-ESMYF,USA,29.13,97.1
3858-VOBET,GC,513.135,1710.45
7020-OZKXZ,EMEA,191.22,637.4
3977-QCRSL,APJC,35.385,117.95
0017-DINOC,USA,738.165,2460.55
1447-PJGGA,GC,1639.395,5464.65
8565-CLBZW,EMEA,649.515,2165.05
9139-WQQDY,APJC,1482.54,4941.8
0224-HJAPT,USA,66.945,223.15
8086-OVPWV,GC,54.33,181.1
9430-FRQOC,EMEA,102.435,341.45
7639-OPLNG,APJC,1719.555,5731.85
3074-GQWYX,USA,107.325,357.75
1492-QGCLU,GC,1384.83,4616.1
6845-RGTYS,EMEA,1360.11,4533.7
7328-OWMOM,APJC,176.775,589.25
4418-LZMSV,USA,225.03,750.1
5155-AZQPB,GC,423.075,1410.25
8861-HGGKB,EMEA,249.255,830.85
1087-GRUYI,APJC,223.05,743.5
7065-YUNRY,USA,13.59,45.3
7694-VLBWQ,GC,2112.255,7040.85
2546-KZAAT,EMEA,1159.635,3865.45
0181-RITDD,APJC,2047.695,6825.65
5989-PGKJB,USA,402.03,1340.1
4795-KTRTH,GC,111.495,371.65
8272-ONJLV,EMEA,355.2,1184
1488-PBLJN,APJC,2543.31,8477.7
0308-GIQJT,USA,2214.855,7382.85
3778-FOAQW,GC,137.055,456.85
4452-ROHMO,EMEA,99.48,331.6
6481-OGDOO,APJC,1816.845,6056.15
3090-LETTY,USA,40.38,134.6
5349-AZPEW,GC,37.65,125.5
3753-TSEMP,EMEA,417.18,1390.6
8305-VHZBZ,APJC,6.06,20.2
9720-JJJOR,USA,753.39,2511.3
8100-HZZLJ,GC,821.115,2737.05
8775-ERLNB,EMEA,22.29,74.3
8309-IEYJD,APJC,21.18,70.6
9172-JITSM,USA,708.54,2361.8
6298-QDFNH,GC,519.105,1730.35
7398-HPYZQ,EMEA,1921.2,6404
3546-GHEAE,APJC,49.605,165.35
7361-YPXFS,USA,560.28,1867.6
6557-BZXLQ,GC,312.99,1043.3
2550-QHZGP,EMEA,38.58,128.6
7519-JTWQH,APJC,2236.635,7455.45
2538-OIMXF,USA,7.41,24.7
8543-MSDMF,GC,61.845,206.15
9961-JBNMK,EMEA,609.09,2030.3
1170-SASML,APJC,1760.82,5869.4
4872-JCVCA,USA,1013.34,3377.8
5346-BZCHP,GC,403.86,1346.2
2038-LLMLM,EMEA,1483.815,4946.05
6173-ITPWD,APJC,1219.5,4065
9734-UYXQI,USA,31.965,106.55
1216-BGTSP,GC,1489.41,4964.7
4138-NAXED,EMEA,1225.725,4085.75
2189-UXTKY,APJC,522.825,1742.75
0744-BIKKF,USA,1867.44,6224.8
7483-IQWIB,GC,1024.575,3415.25
5248-KWLAR,EMEA,1897.575,6325.25
4958-GZWIY,APJC,102.075,340.25
7996-MHXLW,USA,505.08,1683.6
7833-PKIHD,GC,1189.89,3966.3
7061-OVMIM,EMEA,182.55,608.5
5153-RTHKF,APJC,868.98,2896.6
1852-QSWCD,USA,454.455,1514.85
4832-VRBMR,GC,2037.735,6792.45
9079-LWTFD,EMEA,1400.76,4669.2
6356-ELRKD,APJC,28.68,95.6
8624-GIOUT,USA,880.29,2934.3
3392-EHMNK,GC,1890.84,6302.8
5986-WWXDV,EMEA,233.76,779.2
3061-BCKYI,APJC,85.125,283.75
6179-GJPSO,USA,1380.21,4600.7
7901-TBKJX,GC,1678.2,5594
7228-PAQPD,EMEA,231.855,772.85
3177-LASXD,APJC,21.405,71.35
7746-QYVCO,USA,257.34,857.8
5804-HYIEZ,GC,2266.215,7554.05
9919-FZDED,EMEA,1794.495,5981.65
5934-TSSAU,APJC,510.87,1702.9
3486-KHMLI,USA,140.145,467.15
4897-QSUYC,GC,6.045,20.15
1084-UQCHV,EMEA,20.925,69.75
8290-YWKHZ,APJC,879.3,2931
2955-BJZHG,USA,420.255,1400.85
3806-DXQOM,GC,41.355,137.85
6784-XYJAE,EMEA,582.45,1941.5
3933-DQPWX,APJC,579.825,1932.75
6661-EIPZC,USA,426.915,1423.05
8957-THMOA,GC,291.255,970.85
2251-PYLPB,EMEA,1743.27,5810.9
5555-RNPGT,APJC,67.17,223.9
1057-FOGLZ,USA,117.51,391.7
9300-RENDD,GC,23.985,79.95
0761-AETCS,EMEA,5.79,19.3
8087-LGYHQ,APJC,243.495,811.65
4137-BTIKL,USA,52.425,174.75
2190-BCXEC,GC,938.055,3126.85
6227-FBDXH,EMEA,2052.435,6841.45
2153-MREFK,APJC,1126.38,3754.6
2911-WDXMV,USA,421.995,1406.65
7206-PQBBZ,GC,250.41,834.7
3106-ULWFW,EMEA,188.22,627.4
0925-VYDLG,APJC,72.6,242
4547-FZJWE,USA,947.1,3157
7422-WNBTY,GC,927.6,3092
0842-IWYCP,EMEA,650.67,2168.9
3521-HTQTV,APJC,294.105,980.35
3744-ZBHON,USA,19.785,65.95
3373-DIUUN,GC,213.57,711.9
8383-SGHJU,EMEA,585.84,1952.8
7607-QKKTJ,APJC,1310.655,4368.85
7707-PYBBH,USA,794.13,2647.1
8984-HPEMB,GC,2543.28,8477.6
4349-GFQHK,EMEA,16.305,54.35
4139-DETXS,APJC,1358.4,4528
9779-DPNEJ,USA,537.195,1790.65
9805-FILKB,GC,253.68,845.6
5793-YOLJN,EMEA,363.09,1210.3
0673-IGUQO,APJC,6.135,20.45
4123-FCVCB,USA,256.335,854.45
8819-IMISP,GC,728.73,2429.1
7802-EFKNY,EMEA,30.12,100.4
8311-UEUAB,APJC,1568.835,5229.45
5858-EAFCZ,USA,13.335,44.45
8035-BUYVG,GC,514.935,1716.45
1163-ONYEY,EMEA,907.065,3023.55
9787-XVQIU,APJC,22.59,75.3
8945-MUQUF,USA,1451.28,4837.6
5656-MJEFC,GC,609.69,2032.3
6082-OQFBA,EMEA,131.07,436.9
8051-HJRLT,APJC,21.165,70.55
8974-OVACP,USA,6.045,20.15
4010-YLMVT,GC,1768.185,5893.95
1379-FRVEB,EMEA,429.015,1430.05
8612-GXIDD,APJC,93.9,313
6288-CHQJB,USA,1161.555,3871.85
8160-HOWOX,GC,137.43,458.1
3023-GFLBR,EMEA,823.71,2745.7
6648-INWPS,APJC,102.405,341.35
4223-BKEOR,USA,401.04,1336.8
4079-VTGLK,GC,654.525,2181.75
1763-WQFUK,EMEA,44.325,147.75
1391-UBDAR,APJC,245.535,818.45
8894-JVDCV,USA,2140.035,7133.45
2023-VQFDL,GC,104.64,348.8
1345-GKDZZ,EMEA,38.58,128.6
2014-MKGMH,APJC,1402.32,4674.4
5628-FCGYG,USA,521.235,1737.45
2560-WBWXF,GC,449.655,1498.85
0248-IPDFW,EMEA,15.03,50.1
7978-DKUQH,APJC,539.325,1797.75
4335-UPJSI,USA,149.43,498.1
0524-IAVZO,GC,787.275,2624.25
2737-YNGYW,EMEA,55.23,184.1
1784-EZDKJ,APJC,1649.64,5498.8
9297-FVVDH,USA,1453.62,4845.4
8007-YYPWD,GC,110.73,369.1
7101-HRBLJ,EMEA,1829.07,6096.9
5159-YFPKQ,APJC,48.225,160.75
6635-CPNUN,USA,805.305,2684.35
4021-RQSNY,GC,901.245,3004.15
5453-YBTWV,EMEA,2098.44,6994.8
5039-LZRQT,APJC,81.975,273.25
2931-VUVJN,USA,1645.17,5483.9
9061-TIHDA,GC,370.095,1233.65
8699-ASUFO,EMEA,158.37,527.9
6418-PIQSP,APJC,1495.77,4985.9
8220-OCUFY,USA,377.505,1258.35
3995-WFCSM,GC,33.42,111.4
1895-QTKDO,EMEA,13.185,43.95
2038-OEQZH,APJC,92.43,308.1
1178-PZGAB,USA,115.095,383.65
7927-AUXBZ,GC,766.77,2555.9
2626-VEEWG,EMEA,385.26,1284.2
2878-RMWXY,APJC,2265.09,7550.3
1657-DYMBM,USA,333.015,1110.05
7311-MQJCH,GC,29.88,99.6
7375-WMVMT,EMEA,2012.145,6707.15
1136-XGEQU,APJC,1249.32,4164.4
2530-FMFXO,USA,1762.125,5873.75
6844-DZKRF,GC,32.775,109.25
4695-WJZUE,EMEA,53.775,179.25
7619-ODSGN,APJC,401.445,1338.15
5970-GHJAW,USA,258.72,862.4
8879-XUAHX,GC,2569.425,8564.75
3689-MOZGR,EMEA,277.86,926.2
4195-PNGZS,APJC,515.46,1718.2
5003-XZWWO,USA,1787.055,5956.85
3988-RQIXO,GC,27.39,91.3
7622-FWGEW,EMEA,1447.335,4824.45
6922-NCEDI,APJC,371.595,1238.65
2514-GINMM,USA,23.85,79.5
9891-NQDBD,GC,201.66,672.2
6131-IUNXN,EMEA,114.66,382.2
8548-AWOFC,APJC,1279.38,4264.6
9798-DRYDS,USA,321.21,1070.7
8532-UEFWH,GC,403.755,1345.85
6296-DDOOR,EMEA,313.575,1045.25
7951-VRDVK,APJC,901.065,3003.55
5931-FLJJF,USA,140.265,467.55
4815-YOSUK,GC,2261.25,7537.5
2659-VXMWZ,EMEA,2244.63,7482.1
0380-NEAVX,APJC,1002.945,3343.15
3207-OYBWH,USA,1628.115,5427.05
4285-GYRQC,GC,176.13,587.1
7216-EWTRS,EMEA,30.24,100.8
4365-MSDYN,APJC,48.345,161.15
7036-TYDEC,USA,2108.55,7028.5
5802-ADBRC,GC,1569.87,5232.9
8076-FEZKJ,EMEA,67.755,225.85
5197-YPYBZ,APJC,82.41,274.7
8337-MSSXB,USA,354.285,1180.95
4312-GVYNH,GC,1011.06,3370.2
8495-LJDFO,EMEA,2133.39,7111.3
0839-JTCUD,APJC,1787.655,5958.85
5494-WOZRZ,USA,1799.955,5999.85
1302-UHBDD,GC,494.535,1648.45
2234-EOFPT,EMEA,1725.975,5753.25
8619-IJNDK,APJC,1347.87,4492.9
8378-LKJAF,USA,1187.01,3956.7
8182-BJDSI,GC,787.665,2625.55
2528-HFYZX,EMEA,370.02,1233.4
1153-GNOLC,APJC,392.7,1309
3298-QEICA,USA,244.035,813.45
0788-DXBFY,GC,332.64,1108.8
3597-YASZG,EMEA,2204.805,7349.35
3496-LFSZU,APJC,88.26,294.2
5242-UOWHD,USA,278.76,929.2
2482-CZGBB,GC,222,740
6479-SZPLM,EMEA,226.35,754.5
8097-VBQTZ,APJC,1164.99,3883.3
4500-HKANN,USA,424.26,1414.2
9917-KWRBE,GC,963.36,3211.2
3420-ZDBMA,EMEA,111.48,371.6
2212-LYASK,APJC,373.92,1246.4
1393-IMKZG,USA,28.755,95.85
8069-RHUXK,GC,763.71,2545.7
3398-GCPMU,EMEA,1934.655,6448.85
2908-WGAXL,APJC,440.67,1468.9
3378-AJRAO,USA,304.08,1013.6
1013-QCWAM,GC,2007.225,6690.75
0866-QLSIR,EMEA,626.625,2088.75
6050-FFXES,APJC,2172.195,7240.65
7181-BQYBV,USA,30.735,102.45
0362-RAOQO,GC,249.075,830.25
9554-DFKIC,EMEA,476.61,1588.7
5527-ACHSO,APJC,248.79,829.3
0829-DDVLK,USA,90.735,302.45
1399-UBQIU,GC,213.675,712.25
1813-JLKWR,EMEA,400.995,1336.65
0336-PIKEI,APJC,1608.225,5360.75
7322-OCWHC,USA,2020.515,6735.05
9537-VHDTA,GC,15.36,51.2
4957-TIALW,EMEA,303,1010
2054-PJOCK,APJC,1454.115,4847.05
9150-HEPMB,USA,905.91,3019.7
9030-QGZNL,GC,48.495,161.65
6204-IEUXJ,EMEA,65.265,217.55
3126-WQMGH,APJC,775.125,2583.75
4529-CKBCL,USA,43.815,146.05
2506-CLAKW,GC,170.235,567.45
7176-WRTNX,EMEA,2313.375,7711.25
1583-IHQZE,APJC,415.425,1384.75
5732-IKGQH,USA,1644.375,5481.25
9239-GZHZE,GC,2437.26,8124.2
7205-BAIAD,EMEA,248.19,827.3
0151-ONTOV,APJC,21.27,70.9
4140-MUHUG,USA,66.285,220.95
0093-EXYQL,GC,1102.08,3673.6
8064-RAVOH,EMEA,14.955,49.85
0219-QAERP,APJC,172.995,576.65
0320-JDNQG,USA,699.39,2331.3
7180-PISOG,GC,22.35,74.5
9168-INPSZ,EMEA,1348.695,4495.65
3571-RFHAR,APJC,2082.36,6941.2
0015-UOCOJ,USA,102.105,340.35
5334-AFQJB,GC,536.97,1789.9
2754-SDJRD,EMEA,272.565,908.55
9578-VRMNM,APJC,313.005,1043.35
1587-FKLZB,USA,2046.645,6822.15
6140-QNRQQ,GC,21.465,71.55
8963-JLGJT,EMEA,47.265,157.55
4307-KTUMW,APJC,1508.76,5029.2
1465-LNTLJ,USA,174.51,581.7
5440-FLBQG,GC,2195.46,7318.2
2135-DQWAQ,EMEA,126.135,420.45
4056-QHXHZ,APJC,2273.01,7576.7
7470-MCQTK,USA,190.02,633.4
7488-MXJIV,GC,96.495,321.65
7401-JIXNM,EMEA,1489.5,4965
9339-FIIJL,APJC,1845.57,6151.9
2027-FECZV,USA,376.17,1253.9
2672-DZUOY,GC,7.545,25.15
4706-DGAHW,EMEA,13.56,45.2
3870-MQAMG,APJC,1767.945,5893.15
6670-MFRPK,USA,1626.195,5420.65
6177-PEVRA,GC,788.205,2627.35
4800-CZMPC,EMEA,1511.265,5037.55
4813-HQMGZ,APJC,223.125,743.75
7579-KKLOE,USA,1976.88,6589.6
7377-DMMRI,GC,27.735,92.45
8402-EIVQS,EMEA,2019.945,6733.15
4947-DSMXK,APJC,1023,3410
7245-NIIWQ,USA,59.955,199.85
